fecha,vel_viento,presion_atmosferica,humedad_relativa,frentes_frios,radiacion_solar,luminosidad,contaminacion_atmosferica,cobertura_nubosa,temperatura
07/11/2018,39,914,22,0,150,54,40,47,9
08/11/2018,29,970,91,0,175,18,143,65,17
09/11/2018,28,1072,69,0,924,41,162,33,20
10/11/2018,31,1041,77,1,234,83,324,42,19
11/11/2018,29,919,63,0,358,23,114,68,12
12/11/2018,38,940,41,1,821,88,106,53,17
13/11/2018,43,929,72,0,887,5,307,62,26
14/11/2018,37,892,41,1,684,79,67,64,14
15/11/2018,27,1007,28,1,394,94,45,62,12
16/11/2018,39,1058,88,1,191,52,421,60,18
17/11/2018,35,1032,42,0,856,26,283,59,22
18/11/2018,33,996,71,1,600,29,183,54,16
19/11/2018,30,1046,49,1,437,69,48,30,11
20/11/2018,38,1038,71,0,602,75,87,55,29
21/11/2018,38,1002,64,1,368,16,251,63,14
22/11/2018,31,1016,21,0,913,91,279,57,20
23/11/2018,41,1070,76,1,593,14,322,51,26
24/11/2018,30,973,58,0,274,64,493,57,27
25/11/2018,27,971,26,0,728,14,114,51,17
26/11/2018,39,1070,27,0,261,17,222,61,30
27/11/2018,25,1014,39,1,928,41,133,38,17
28/11/2018,29,1053,55,0,893,4,3,46,16
29/11/2018,32,1000,80,0,413,6,424,60,27
30/11/2018,34,987,53,0,616,41,382,47,21
01/12/2018,44,1056,68,1,850,99,56,52,21
02/12/2018,33,977,51,1,167,44,405,41,17
03/12/2018,36,1029,39,0,276,15,417,58,21
04/12/2018,26,1066,28,0,978,70,407,52,18
05/12/2018,35,1053,89,0,933,49,390,53,29
06/12/2018,41,948,32,0,442,21,495,43,18
07/12/2018,24,1033,83,0,262,8,351,59,27
08/12/2018,38,971,44,1,895,66,298,49,7
09/12/2018,26,1019,57,0,636,30,150,42,15
10/12/2018,24,1016,23,0,319,62,49,47,20
11/12/2018,29,995,40,0,996,53,70,43,15
12/12/2018,35,985,60,1,936,34,292,60,14
13/12/2018,23,949,62,1,818,77,135,43,16
14/12/2018,34,1034,91,1,157,99,475,55,29
15/12/2018,43,1032,68,1,438,13,125,53,13
16/12/2018,35,968,97,0,952,73,37,49,33
17/12/2018,34,906,50,0,101,45,337,48,19
18/12/2018,35,969,62,1,862,49,171,37,14
19/12/2018,36,1018,58,1,286,12,121,52,16
20/12/2018,40,956,48,0,347,9,307,40,12
21/12/2018,25,1041,78,0,728,15,44,56,25
22/12/2018,44,907,70,1,328,59,492,39,19
23/12/2018,38,962,40,1,595,1,65,47,8
24/12/2018,30,974,96,1,195,90,362,59,13
25/12/2018,31,981,22,0,613,75,251,52,16
26/12/2018,37,997,59,1,390,21,424,51,20
27/12/2018,33,920,86,0,884,1,118,46,26
28/12/2018,32,955,24,1,496,10,180,54,10
29/12/2018,28,1065,72,0,789,50,148,62,21
30/12/2018,37,984,29,0,366,42,450,65,18
31/12/2018,39,1074,66,1,482,32,420,45,13
01/01/2019,34,962,52,1,699,99,16,68,16
02/01/2019,23,992,42,1,718,90,351,49,20
03/01/2019,39,1015,86,0,229,55,493,62,23
04/01/2019,38,1044,35,1,204,9,433,59,21
05/01/2019,28,939,51,1,409,47,445,43,14
06/01/2019,34,1037,70,0,972,83,187,53,25
07/01/2019,36,994,98,0,457,58,50,28,15
08/01/2019,35,888,83,1,956,89,408,32,22
09/01/2019,34,996,38,0,306,1,490,45,20
10/01/2019,23,1038,74,1,613,17,401,38,26
11/01/2019,26,1006,30,0,180,22,386,38,25
12/01/2019,26,1017,25,1,198,81,203,35,18
13/01/2019,38,980,83,1,216,17,195,59,15
14/01/2019,23,939,40,1,813,12,343,65,13
15/01/2019,27,1023,76,1,780,83,225,50,20
16/01/2019,32,1017,42,0,450,38,107,49,16
17/01/2019,25,1007,54,1,323,25,434,57,18
18/01/2019,29,1009,91,0,822,42,133,61,21
19/01/2019,43,1042,63,1,609,8,250,61,16
20/01/2019,26,970,55,0,884,75,308,40,22
21/01/2019,31,988,74,1,780,2,359,53,24
22/01/2019,33,986,54,1,864,31,40,56,22
23/01/2019,42,1015,95,0,955,43,482,59,22
24/01/2019,42,1050,90,1,147,11,280,70,2
25/01/2019,41,1014,73,1,213,86,381,46,26
26/01/2019,31,1005,52,0,784,83,231,59,22
27/01/2019,33,998,72,0,839,57,327,51,24
28/01/2019,30,1040,75,0,894,67,464,35,32
29/01/2019,24,979,96,1,569,6,194,61,17
30/01/2019,35,998,46,0,798,46,162,49,12
31/01/2019,34,1002,42,1,795,31,386,48,14
01/02/2019,38,945,83,0,985,68,162,33,17
02/02/2019,35,922,88,0,486,13,415,41,14
03/02/2019,34,1096,89,1,647,23,164,48,17
04/02/2019,28,965,45,1,625,100,188,49,10
05/02/2019,31,930,79,0,532,87,95,60,15
06/02/2019,35,1005,71,1,763,62,220,50,26
07/02/2019,29,937,50,1,151,60,144,46,9
08/02/2019,28,1012,32,1,891,34,410,45,21
09/02/2019,40,991,46,0,956,19,309,44,15
10/02/2019,37,1064,79,0,655,56,244,61,28
11/02/2019,32,1097,40,1,486,94,177,46,14
12/02/2019,42,962,24,1,355,11,123,47,18
13/02/2019,38,969,93,1,984,61,188,52,21
14/02/2019,31,965,80,0,932,1,409,51,24
15/02/2019,35,990,36,0,415,8,260,57,14
16/02/2019,30,1049,63,0,840,63,288,59,21
17/02/2019,36,989,31,0,464,11,276,52,12
18/02/2019,45,1021,85,0,792,30,29,62,24
19/02/2019,30,989,54,1,291,43,372,61,9
20/02/2019,30,1008,77,0,144,18,55,45,16
21/02/2019,30,977,22,1,618,84,263,50,9
22/02/2019,33,1114,95,1,492,19,14,58,20
23/02/2019,30,980,58,0,213,14,179,62,1
24/02/2019,37,1050,94,0,963,6,301,49,25
25/02/2019,21,978,60,1,478,72,273,43,10
26/02/2019,24,1059,68,0,523,69,165,52,13
27/02/2019,32,884,95,0,334,91,331,57,17
28/02/2019,29,1017,40,0,191,75,378,40,25
01/03/2019,18,1098,100,1,696,97,404,53,17
02/03/2019,23,967,63,1,526,86,413,50,18
03/03/2019,34,1033,39,1,877,96,291,34,19
04/03/2019,36,908,78,1,125,47,491,56,15
05/03/2019,40,946,62,1,348,47,452,38,11
06/03/2019,26,1033,30,1,899,11,447,37,22
07/03/2019,35,963,98,1,860,0,467,43,25
08/03/2019,36,959,65,0,916,5,351,55,18
09/03/2019,31,1014,82,0,597,19,59,41,17
10/03/2019,24,1016,68,1,763,98,207,30,17
11/03/2019,31,961,66,0,722,69,90,65,15
12/03/2019,36,1038,88,1,338,8,373,50,16
13/03/2019,33,994,52,0,197,22,243,72,16
14/03/2019,38,1022,37,0,256,55,25,51,22
15/03/2019,29,952,55,1,192,60,154,49,6
16/03/2019,34,1032,57,1,853,95,359,41,27
17/03/2019,33,1045,52,1,849,34,147,50,15
18/03/2019,30,945,46,0,486,100,93,56,17
19/03/2019,30,1000,24,0,540,75,156,42,31
20/03/2019,34,957,61,0,717,88,75,41,27
21/03/2019,31,1054,67,1,299,70,225,60,12
22/03/2019,25,998,53,0,205,89,198,33,19
23/03/2019,25,979,94,0,815,23,439,68,25
24/03/2019,35,1089,35,0,744,6,52,57,20
25/03/2019,31,962,92,1,120,32,397,58,16
26/03/2019,40,1014,25,1,940,31,373,44,18
27/03/2019,32,1015,69,1,109,81,190,60,22
28/03/2019,26,932,73,0,275,67,62,58,19
29/03/2019,32,1040,51,1,547,56,325,50,2
30/03/2019,38,951,87,1,453,59,232,56,20
31/03/2019,25,951,73,0,328,21,228,52,28
01/04/2019,16,1043,52,0,428,70,364,47,30
02/04/2019,22,1018,43,1,960,34,266,44,18
03/04/2019,25,986,62,1,173,47,403,54,23
04/04/2019,27,984,49,1,331,78,77,69,20
05/04/2019,28,951,62,0,359,25,436,55,27
06/04/2019,21,955,50,1,867,63,491,30,26
07/04/2019,26,1009,92,1,376,6,283,61,28
08/04/2019,31,1039,67,0,859,89,25,40,25
09/04/2019,28,1005,34,0,847,28,390,62,36
10/04/2019,19,996,51,0,947,35,316,33,27
11/04/2019,14,1014,65,0,586,55,370,43,35
12/04/2019,21,1017,75,0,998,13,113,47,29
13/04/2019,20,988,48,1,415,25,133,56,12
14/04/2019,31,947,52,0,306,75,408,47,36
15/04/2019,29,1085,52,1,784,91,370,64,28
16/04/2019,24,916,40,1,581,4,205,57,17
17/04/2019,15,959,88,0,250,10,320,53,34
18/04/2019,21,1027,38,1,761,90,461,50,21
19/04/2019,24,938,84,0,724,53,256,45,26
20/04/2019,26,1046,81,0,109,82,109,51,36
21/04/2019,32,1062,43,1,434,26,371,44,32
22/04/2019,22,1076,84,0,935,23,218,48,36
23/04/2019,23,1036,29,0,937,80,309,53,30
24/04/2019,23,951,26,0,519,95,497,56,29
25/04/2019,32,929,86,1,469,10,418,39,22
26/04/2019,26,938,35,1,416,45,233,59,19
27/04/2019,24,1014,41,1,937,35,204,39,21
28/04/2019,21,975,81,1,577,2,436,69,15
29/04/2019,23,969,97,0,397,50,166,50,28
30/04/2019,30,1104,41,1,102,71,474,56,24
01/05/2019,30,1008,50,1,504,72,488,47,34
02/05/2019,27,965,93,1,428,84,39,58,21
03/05/2019,29,929,81,0,456,28,292,34,26
04/05/2019,14,1005,48,0,846,19,167,44,28
05/05/2019,28,976,25,1,587,0,364,43,26
06/05/2019,25,1037,69,1,426,79,234,51,23
07/05/2019,20,970,28,0,257,38,211,38,21
08/05/2019,23,1106,31,1,834,80,93,47,27
09/05/2019,30,984,71,1,591,22,340,31,20
10/05/2019,26,994,31,1,926,20,300,49,21
11/05/2019,26,951,90,0,169,64,36,42,29
12/05/2019,31,1076,95,0,681,86,26,42,29
13/05/2019,23,923,78,1,398,4,131,50,20
14/05/2019,23,1031,48,1,746,45,142,50,24
15/05/2019,19,1137,34,1,820,6,214,50,28
16/05/2019,7,981,56,0,548,20,349,52,23
17/05/2019,33,926,78,1,769,34,48,54,24
18/05/2019,26,1026,22,1,679,51,151,55,18
19/05/2019,26,1048,58,1,739,79,380,47,26
20/05/2019,26,964,95,0,748,74,238,53,38
21/05/2019,25,1035,46,1,106,89,332,71,14
22/05/2019,29,998,45,1,214,79,43,49,22
23/05/2019,28,959,92,0,280,35,322,41,22
24/05/2019,25,1053,69,0,284,2,91,35,23
25/05/2019,25,950,22,0,496,86,31,62,29
26/05/2019,24,1005,84,0,101,73,225,44,29
27/05/2019,23,991,84,1,861,28,335,76,22
28/05/2019,23,1002,98,0,322,77,324,52,38
29/05/2019,21,1042,83,1,527,6,251,49,31
30/05/2019,24,969,85,1,618,4,427,53,26
31/05/2019,33,1085,97,0,459,25,76,48,31
01/06/2019,27,1049,80,0,413,49,203,56,22
02/06/2019,23,1040,32,0,347,17,393,66,32
03/06/2019,29,910,32,0,520,45,130,39,25
04/06/2019,28,983,85,1,982,58,100,64,23
05/06/2019,26,955,63,0,700,30,488,35,31
06/06/2019,26,1088,92,0,637,74,214,54,21
07/06/2019,35,1129,93,0,915,68,470,52,29
08/06/2019,38,1080,88,0,530,40,211,49,27
09/06/2019,26,1020,70,0,242,22,198,63,27
10/06/2019,24,1043,96,1,495,30,388,44,32
11/06/2019,28,1070,70,0,326,82,36,52,24
12/06/2019,21,1028,38,1,446,59,408,32,22
13/06/2019,27,927,32,0,392,33,483,36,25
14/06/2019,33,1024,22,1,382,76,52,54,21
15/06/2019,34,1029,44,0,312,29,464,67,26
16/06/2019,23,998,96,0,326,33,461,37,28
17/06/2019,31,1046,74,0,965,89,499,29,39
18/06/2019,26,1028,63,1,162,24,91,52,21
19/06/2019,24,1059,66,0,893,62,154,39,26
20/06/2019,15,949,77,1,572,60,89,36,21
21/06/2019,24,1054,61,0,766,91,157,56,30
22/06/2019,26,955,81,1,939,85,401,42,33
23/06/2019,23,1016,76,1,875,75,304,42,30
24/06/2019,25,958,96,0,681,3,360,36,33
25/06/2019,33,994,22,0,511,9,46,67,22
26/06/2019,34,901,63,0,290,26,194,54,30
27/06/2019,21,991,61,1,788,98,116,47,19
28/06/2019,21,968,36,0,483,16,454,54,25
29/06/2019,20,1014,78,0,995,59,302,52,40
30/06/2019,24,1006,40,1,926,78,10,41,21
01/07/2019,20,997,35,0,430,3,326,41,19
02/07/2019,17,949,72,0,648,8,226,43,22
03/07/2019,12,1022,80,1,321,3,477,48,24
04/07/2019,20,954,35,0,794,35,243,25,18
05/07/2019,28,1006,87,0,120,65,167,55,16
06/07/2019,31,957,91,1,358,20,164,38,20
07/07/2019,37,1046,99,0,623,44,146,64,39
08/07/2019,26,932,54,0,617,25,383,42,30
09/07/2019,24,1087,36,1,951,76,22,58,27
10/07/2019,27,1030,71,1,734,51,243,46,25
11/07/2019,18,995,29,0,425,43,265,58,28
12/07/2019,28,1030,32,0,936,88,214,54,29
13/07/2019,30,991,58,1,572,54,52,48,15
14/07/2019,25,1006,58,0,640,13,249,57,24
15/07/2019,25,967,86,0,218,63,469,33,22
16/07/2019,29,986,86,0,641,28,411,55,26
17/07/2019,26,929,45,0,636,72,425,44,28
18/07/2019,23,1072,75,0,112,94,301,40,28
19/07/2019,28,1007,79,1,824,37,342,27,23
20/07/2019,30,1027,34,0,706,16,294,43,24
21/07/2019,25,1055,41,0,999,53,297,51,27
22/07/2019,24,947,52,1,996,35,282,51,17
23/07/2019,22,1011,84,0,416,99,168,63,25
24/07/2019,23,923,78,1,291,43,256,52,21
25/07/2019,27,1030,59,1,416,44,265,31,17
26/07/2019,18,989,95,1,177,35,268,49,19
27/07/2019,24,1062,54,1,882,78,290,68,26
28/07/2019,21,994,95,1,972,52,107,36,23
29/07/2019,26,980,53,0,815,4,165,51,24
30/07/2019,34,1022,66,1,176,60,145,48,14
31/07/2019,27,982,22,0,607,67,289,54,20
01/08/2019,30,1001,65,0,506,44,94,47,15
02/08/2019,24,998,55,0,467,24,323,29,19
03/08/2019,17,1004,46,1,615,18,178,70,17
04/08/2019,28,1000,70,0,234,50,401,66,29
05/08/2019,19,1070,87,1,349,25,420,56,29
06/08/2019,30,1034,97,1,974,17,473,52,26
07/08/2019,20,1024,70,1,517,82,479,46,25
08/08/2019,19,954,28,0,302,82,251,58,22
09/08/2019,25,999,58,1,232,43,93,51,25
10/08/2019,21,916,57,1,212,7,369,64,25
11/08/2019,26,923,85,0,320,7,477,66,24
12/08/2019,28,1096,84,1,886,81,369,46,34
13/08/2019,31,1020,81,1,950,15,108,55,25
14/08/2019,23,1082,34,0,505,96,134,63,17
15/08/2019,22,1072,69,0,546,54,495,69,24
16/08/2019,27,1041,83,0,167,91,270,49,29
17/08/2019,21,1059,69,1,132,30,33,41,18
18/08/2019,26,1031,51,1,714,33,363,64,24
19/08/2019,24,1049,27,1,121,50,14,61,21
20/08/2019,28,990,75,1,660,5,163,50,18
21/08/2019,30,930,90,1,206,21,56,63,16
22/08/2019,21,977,50,1,811,34,340,44,14
23/08/2019,23,1064,32,1,641,70,242,60,21
24/08/2019,24,1104,85,0,323,1,268,56,25
25/08/2019,35,1021,46,1,129,52,336,48,15
26/08/2019,22,1074,95,1,651,72,6,45,18
27/08/2019,29,1051,55,1,653,61,180,34,13
28/08/2019,28,956,98,0,1000,94,161,36,27
29/08/2019,32,967,63,1,758,68,376,43,21
30/08/2019,33,928,39,0,450,99,487,35,24
31/08/2019,26,996,75,1,326,48,288,49,18
01/09/2019,25,1021,69,1,655,62,260,45,23
02/09/2019,34,1072,54,1,197,58,364,52,19
03/09/2019,20,1026,92,1,144,91,295,57,20
04/09/2019,30,965,93,0,560,7,45,35,22
05/09/2019,24,1080,72,1,406,59,103,48,15
06/09/2019,30,970,37,1,263,20,409,51,16
07/09/2019,24,1095,43,0,356,96,95,32,29
08/09/2019,21,944,76,0,670,42,195,41,26
09/09/2019,36,995,24,1,787,35,296,52,18
10/09/2019,21,1008,75,1,331,2,156,58,15
11/09/2019,34,1011,34,1,737,2,200,50,23
12/09/2019,24,1064,57,0,563,87,171,54,28
13/09/2019,29,927,66,0,621,77,290,35,21
14/09/2019,30,966,91,0,553,59,188,54,20
15/09/2019,24,1015,69,0,182,35,51,58,20
16/09/2019,27,1064,22,1,367,15,3,52,16
17/09/2019,21,1050,99,0,283,71,100,49,28
18/09/2019,30,972,46,1,199,69,310,66,19
19/09/2019,26,1027,35,0,512,33,463,54,23
20/09/2019,21,980,25,0,205,15,496,38,24
21/09/2019,24,1108,69,1,213,56,229,55,18
22/09/2019,31,861,48,1,258,10,202,53,14
23/09/2019,13,937,70,0,128,63,423,53,14
24/09/2019,30,1035,42,1,403,87,133,47,15
25/09/2019,19,943,28,0,176,33,83,48,21
26/09/2019,27,895,67,0,500,3,72,43,28
27/09/2019,23,1062,30,0,657,100,91,47,23
28/09/2019,29,1016,62,0,246,64,200,64,17
29/09/2019,24,1049,48,1,382,7,204,61,12
30/09/2019,27,1119,93,1,645,52,213,60,24
01/10/2019,34,994,54,1,499,19,75,47,14
02/10/2019,22,1035,71,0,192,43,122,58,18
03/10/2019,28,949,67,0,123,4,409,48,12
04/10/2019,33,1015,25,1,132,41,352,72,12
05/10/2019,28,960,84,0,785,75,53,58,26
06/10/2019,25,1027,60,1,753,48,36,44,24
07/10/2019,40,1007,88,1,594,10,42,46,10
08/10/2019,36,917,72,0,340,3,146,49,24
09/10/2019,35,953,68,0,964,4,256,41,13
10/10/2019,38,1114,89,1,223,7,22,38,15
11/10/2019,31,947,20,1,303,80,231,39,13
12/10/2019,30,922,77,0,802,83,428,36,23
13/10/2019,29,982,86,0,261,11,123,42,21
14/10/2019,33,999,97,1,727,97,255,34,19
15/10/2019,33,1002,38,0,866,66,181,52,17
16/10/2019,33,1010,37,0,299,17,435,65,25
17/10/2019,41,1006,78,1,198,37,305,39,16
18/10/2019,31,968,74,1,506,78,102,56,20
19/10/2019,34,958,79,1,779,4,485,54,12
20/10/2019,34,969,73,1,519,75,9,63,16
21/10/2019,36,1023,69,0,928,31,44,41,25
22/10/2019,37,921,67,1,212,46,236,62,8
23/10/2019,34,1078,54,1,709,97,180,48,12
24/10/2019,36,1017,65,0,556,13,92,58,10
25/10/2019,39,1051,53,1,251,62,126,41,18
26/10/2019,32,881,25,1,534,82,144,76,6
27/10/2019,32,978,26,0,261,96,128,35,26
28/10/2019,26,1042,98,0,552,91,157,42,30
29/10/2019,42,1021,46,0,723,54,212,64,26
30/10/2019,30,1019,38,0,931,50,148,37,20
31/10/2019,43,965,42,1,955,35,226,40,20
01/11/2019,29,976,25,0,115,95,64,34,18
02/11/2019,25,1021,76,0,997,55,160,57,27
03/11/2019,39,1044,90,0,493,83,457,56,29
04/11/2019,31,1025,43,1,160,75,462,53,19
05/11/2019,37,1019,93,1,799,15,465,45,22
06/11/2019,35,946,78,0,592,75,102,46,15
07/11/2019,29,1060,51,1,139,92,258,46,16
08/11/2019,35,946,59,1,855,60,337,70,14
09/11/2019,36,1001,88,0,290,48,240,57,24
10/11/2019,34,979,99,0,413,4,325,44,10
11/11/2019,32,979,94,1,708,35,265,39,23
12/11/2019,29,1071,95,1,996,49,89,49,16
13/11/2019,26,1028,40,1,448,55,116,69,13
14/11/2019,32,948,94,0,519,46,29,21,22
15/11/2019,30,982,34,0,497,84,415,55,29
16/11/2019,36,950,47,1,643,22,407,52,13
17/11/2019,35,1000,97,0,953,70,476,61,25
18/11/2019,32,952,85,0,507,67,495,54,22
19/11/2019,32,924,83,1,988,45,50,48,13
20/11/2019,34,952,54,0,455,29,139,42,15
21/11/2019,30,863,74,0,234,37,71,31,18
22/11/2019,45,1038,79,0,729,100,209,39,24
23/11/2019,31,1024,61,0,292,7,440,45,18
24/11/2019,27,965,46,1,932,42,170,37,20
25/11/2019,35,960,83,0,768,63,94,36,22
26/11/2019,33,944,77,0,265,93,437,49,26
27/11/2019,29,999,90,0,957,29,217,47,22
28/11/2019,37,1022,52,1,348,43,468,59,22
29/11/2019,30,934,72,0,329,67,399,60,23
30/11/2019,34,936,79,1,744,83,422,54,23
01/12/2019,37,1035,66,0,247,14,107,53,14
02/12/2019,32,983,29,0,721,56,202,28,13
03/12/2019,43,1070,43,1,198,17,173,50,13
04/12/2019,37,1036,36,1,387,1,143,59,9
05/12/2019,36,912,45,1,822,1,187,50,12
06/12/2019,34,947,46,1,123,37,104,30,11
07/12/2019,39,1037,77,1,763,93,434,53,19
08/12/2019,36,928,96,1,728,98,280,29,16
09/12/2019,29,953,72,0,928,85,319,38,20
10/12/2019,26,1020,33,1,938,8,252,55,19
11/12/2019,32,1064,58,1,703,43,374,62,13
12/12/2019,33,934,96,1,998,81,244,43,18
13/12/2019,43,1025,69,1,728,84,437,36,27
14/12/2019,29,981,74,0,681,19,410,75,20
15/12/2019,37,870,64,1,556,47,333,43,17
16/12/2019,33,1040,95,0,562,52,343,62,18
17/12/2019,43,983,48,1,452,39,83,51,11
18/12/2019,32,994,24,0,545,40,389,53,19
19/12/2019,30,1043,42,0,444,59,256,62,20
20/12/2019,25,1036,63,1,687,21,205,64,7
21/12/2019,43,958,65,0,393,76,74,31,14
22/12/2019,26,947,72,1,257,36,291,41,18
23/12/2019,29,1043,41,1,473,54,296,61,19
24/12/2019,33,1106,26,1,743,65,344,53,17
25/12/2019,30,986,27,1,955,7,480,52,18
26/12/2019,32,1033,23,0,305,94,413,53,18
27/12/2019,40,989,79,0,409,39,48,55,14
28/12/2019,37,1001,56,0,569,63,58,44,19
29/12/2019,37,1018,56,0,935,69,438,41,16
30/12/2019,39,955,24,0,735,49,346,56,16
31/12/2019,37,915,37,0,763,98,362,31,19
01/01/2020,33,1042,37,0,213,11,367,53,20
02/01/2020,32,1019,55,0,992,65,79,32,22
03/01/2020,35,1035,74,0,509,47,206,57,25
04/01/2020,29,1070,46,0,612,70,345,50,24
05/01/2020,28,911,83,1,876,72,285,33,25
06/01/2020,39,1015,97,0,351,42,348,48,28
07/01/2020,43,1013,41,1,554,69,119,52,13
08/01/2020,31,1016,63,1,846,9,145,50,17
09/01/2020,36,918,44,1,939,21,312,60,17
10/01/2020,30,1058,57,0,648,85,186,50,24
11/01/2020,31,1004,89,1,878,63,270,54,16
12/01/2020,29,1036,25,0,134,9,240,44,23
13/01/2020,34,996,38,1,893,72,484,60,21
14/01/2020,29,1048,29,0,477,30,164,63,20
15/01/2020,29,1041,81,0,734,16,480,54,28
16/01/2020,41,976,31,1,702,66,262,60,12
17/01/2020,33,943,78,1,257,43,346,50,17
18/01/2020,27,1051,65,1,805,40,162,57,14
19/01/2020,29,916,62,1,226,31,137,46,9
20/01/2020,39,957,27,1,874,39,452,61,19
21/01/2020,41,991,92,1,984,61,254,35,9
22/01/2020,37,1037,60,1,968,8,23,51,10
23/01/2020,29,1041,57,1,653,3,190,43,10
24/01/2020,32,979,52,1,308,30,418,40,20
25/01/2020,35,906,79,1,684,75,192,45,17
26/01/2020,44,949,29,0,890,57,423,51,25
27/01/2020,35,1069,38,0,447,1,229,60,9
28/01/2020,32,1008,70,0,443,28,167,55,18
29/01/2020,24,994,85,0,512,94,446,51,25
30/01/2020,37,978,28,1,807,14,307,41,14
31/01/2020,32,955,98,0,923,5,220,59,16
01/02/2020,36,970,75,0,279,77,117,51,16
02/02/2020,36,1018,51,1,335,21,11,47,18
03/02/2020,31,1001,58,1,673,51,301,35,13
04/02/2020,24,993,96,1,540,97,370,48,16
05/02/2020,35,1024,57,1,950,23,18,60,20
06/02/2020,37,1031,79,0,998,40,104,50,20
07/02/2020,39,948,44,1,293,1,191,27,9
08/02/2020,33,966,74,1,412,84,194,49,22
09/02/2020,27,1053,78,0,516,95,402,50,33
10/02/2020,27,982,61,1,300,65,18,52,13
11/02/2020,34,971,62,1,367,41,106,58,8
12/02/2020,32,958,68,1,183,83,131,54,9
13/02/2020,37,899,85,0,392,62,351,51,18
14/02/2020,32,1032,95,1,933,13,171,44,23
15/02/2020,33,940,62,0,423,1,135,44,14
16/02/2020,36,1005,58,1,826,70,341,57,19
17/02/2020,42,950,39,0,679,58,327,71,13
18/02/2020,41,1030,66,0,906,14,168,50,22
19/02/2020,32,954,78,1,985,37,471,62,20
20/02/2020,26,981,23,0,700,93,97,47,19
21/02/2020,29,1021,88,1,944,41,308,34,13
22/02/2020,30,1029,68,0,817,84,273,59,15
23/02/2020,34,1013,94,1,370,5,122,59,20
24/02/2020,33,935,72,0,892,96,248,37,26
25/02/2020,34,983,69,1,551,47,357,42,18
26/02/2020,35,938,46,0,707,92,248,49,19
27/02/2020,37,968,75,1,783,59,58,51,23
28/02/2020,26,1016,38,1,906,46,334,56,15
29/02/2020,29,922,76,1,340,45,124,53,12
01/03/2020,30,961,67,1,268,5,290,54,18
02/03/2020,27,971,59,1,396,63,300,55,10
03/03/2020,29,956,42,0,555,20,113,35,15
04/03/2020,31,1067,70,0,491,53,362,56,32
05/03/2020,40,938,21,1,767,96,96,48,16
06/03/2020,38,951,56,0,564,60,312,39,19
07/03/2020,38,977,35,0,352,32,35,47,9
08/03/2020,35,951,97,0,351,13,260,53,14
09/03/2020,31,1031,27,0,837,29,425,41,24
10/03/2020,24,1009,81,0,368,46,99,34,20
11/03/2020,25,1020,95,1,942,55,408,37,21
12/03/2020,19,1076,93,1,694,92,97,65,17
13/03/2020,21,997,93,1,294,97,111,48,23
14/03/2020,36,1002,34,0,293,46,316,60,20
15/03/2020,37,997,92,0,232,40,228,48,16
16/03/2020,35,1062,82,0,522,78,425,60,13
17/03/2020,31,922,48,1,906,18,134,69,18
18/03/2020,29,1000,45,0,509,40,24,53,17
19/03/2020,28,1062,39,0,345,34,226,49,21
20/03/2020,35,903,88,0,294,18,140,57,21
21/03/2020,31,998,25,1,258,74,143,31,19
22/03/2020,32,1042,44,1,950,50,283,59,17
23/03/2020,26,968,23,0,302,65,59,61,20
24/03/2020,27,883,75,1,655,78,196,36,18
25/03/2020,40,1056,55,0,182,13,414,52,18
26/03/2020,32,976,59,1,142,76,269,55,15
27/03/2020,38,1003,49,0,118,21,23,54,23
28/03/2020,31,944,43,0,866,49,269,69,19
29/03/2020,24,1117,54,0,901,60,405,65,28
30/03/2020,35,1098,89,1,727,35,418,36,18
31/03/2020,38,963,56,0,957,10,348,65,15
01/04/2020,28,1019,86,0,305,59,258,59,30
02/04/2020,25,1021,68,1,747,40,395,61,33
03/04/2020,16,972,96,1,101,42,155,36,25
04/04/2020,26,999,31,1,644,43,311,63,15
05/04/2020,28,973,65,1,346,87,371,59,25
06/04/2020,23,1023,77,1,253,84,66,44,28
07/04/2020,24,941,73,0,946,38,279,64,26
08/04/2020,20,960,80,1,588,47,307,49,23
09/04/2020,23,1027,51,1,598,60,111,37,21
10/04/2020,24,889,88,0,781,28,189,45,34
11/04/2020,22,1003,36,1,432,33,373,47,22
12/04/2020,22,974,94,1,265,76,255,54,24
13/04/2020,19,943,70,0,600,41,58,54,27
14/04/2020,26,1024,99,1,507,98,153,53,25
15/04/2020,21,1048,67,0,697,62,443,50,35
16/04/2020,34,991,40,0,829,41,357,64,29
17/04/2020,18,964,46,1,371,69,81,74,20
18/04/2020,20,967,93,0,404,55,424,47,31
19/04/2020,25,1087,47,1,294,77,43,64,23
20/04/2020,23,955,35,1,925,97,257,66,23
21/04/2020,24,1046,61,0,500,93,90,32,27
22/04/2020,11,1039,43,0,503,83,107,50,28
23/04/2020,16,989,77,1,280,91,477,34,35
24/04/2020,28,959,64,0,421,34,118,33,24
25/04/2020,25,1029,24,1,236,95,208,65,26
26/04/2020,22,1017,82,0,368,34,315,51,30
27/04/2020,24,1029,61,0,821,77,164,48,28
28/04/2020,27,981,23,0,378,74,115,63,20
29/04/2020,27,953,42,1,194,81,5,52,26
30/04/2020,25,1080,29,0,659,37,7,62,27
01/05/2020,20,1050,21,0,629,56,140,52,19
02/05/2020,36,958,61,1,153,49,163,51,18
03/05/2020,18,943,81,1,869,18,187,58,20
04/05/2020,20,1022,89,1,618,80,416,52,22
05/05/2020,16,984,21,0,289,55,435,60,31
